Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
233,No,,20:00:24,,1.547,KULLAPAS,MESCHEDE,SAUNDERS-BAVEY,Thurs,31.2,,Milk
234,No,08-04-1998,8:26:52,FALSE,1.603,BAILLIE,,HOLLOWAY HIGGINS,Sun,35,Dog,Medium
235,,17-03-1983,5:16:42,,1.618,EDWAD,GHORBANALI,OLDENHAMPSEN-DERMODY,Fri,12.2,Dog,Medium
236,Yes,20-11-1988,10:44:47,,,D'COURCY,ABDIKARIN,MASTRIPPOLITO,Monday,38.6,Cat,Dark
237,,13-03-2019,9:26:12,TRUE,1.726,PEARI,,RUDRESH,Thurs,30.6,Dog,Dark
238,,05-01-1985,4:41:25,TRUE,1.733,ANTON,DHIREN,SHIVA GOWDA,Sun,6.7,Snail,
239,Yes,21-08-2000,11:05:10,TRUE,1.204,TARKIN,SHAWN,CONNOLEY,Wed,14.2,,Milk
240,,01-06-1989,21:06:02,TRUE,,MARINE,EVANGELOS,MUAZZAM,Monday,11.7,,Medium
241,Yes,,23:48:49,FALSE,1.004,TEBBUTT,KYRISSA,BLOCKI,Monday,44.5,Snail,Milk
242,Yes,20-05-2020,8:05:50,TRUE,,SAMINDYA,,DOTTER,Monday,14,Snail,Dark
243,,24-08-2002,14:13:15,TRUE,1.162,JASMIN,KEELY-SHAI,HODGKINSON,Wed,29.1,Elephant,Roasted
244,No,12-05-1988,20:17:09,TRUE,1.747,CALLAGHAN,,KOUFOPOULOS,Wed,-0.6,,Medium
245,,07-10-2018,2:11:13,TRUE,1.612,UVEEN,,KENWORTHY,Fri,9.1,Snail,Medium
246,No,16-08-2013,9:58:00,TRUE,1.179,ANOTHY,,ROSSELLO,Monday,20.6,Snail,Medium
247,No,08-10-1985,0:40:09,FALSE,1.392,YARIQ,RIKAKO,SUNIL MULAVELIPURATHU,Fri,43.7,Giraffe,Milk
248,,17-12-1987,15:49:23,TRUE,1.119,GUADALUPE,MOSELY,,Fri,33.4,Elephant,Milk
249,No,30-12-1996,9:25:23,FALSE,1.365,LOFOMBO,,PAKROU,Thurs,25.8,Cat,Roasted
250,,22-04-1990,2:09:09,TRUE,1.096,BETHANIE-LOUISE,,JIMENEZ-TRUJILLO,Monday,28.2,Elephant,Milk
251,,18-01-2019,1:40:36,TRUE,,WAIN,ALFIE-JON,ZOZUK,Sun,36.8,Cat,Dark
252,,,19:36:34,FALSE,1.06,MOREE,ALEKSIJA,CARIUS,Wed,11.5,Elephant,Dark
253,,17-10-2013,,TRUE,,SEMIKA,,MONEY,Wed,12.9,Cat,Milk
254,Yes,25-06-2004,,FALSE,1.907,JOMO,AASHNIKA,KLER HEI,Tuesday,19.3,Dog,Roasted
255,Yes,17-01-2009,,TRUE,,HADSAN,CHILE,MASSNER,Wed,26.8,Dog,Dark
256,,12-01-2006,17:35:06,FALSE,1.095,HENIL,ALINOTI,CICCIARELLO,Tuesday,41.8,Snail,Roasted
257,,,2:59:21,TRUE,,KATELAND,,ASHRAF,Wed,39.4,,Medium
258,,,12:49:35,FALSE,1.677,JYA,GLADYSELLN,FRANCE,Thurs,-2.7,Snail,Roasted
259,,04-12-2000,,TRUE,1.368,ELICE,,CHISOLM,Sat,18.3,Elephant,Roasted
260,Yes,24-12-2005,16:48:28,FALSE,1.15,SUVAS,KEMUEL,APATH,Wed,12.9,Giraffe,
261,,05-08-2016,3:49:04,FALSE,1.45,DEVANT,,JABINES,Sun,29.2,Dog,Roasted
262,Yes,01-04-2008,12:28:38,FALSE,1.124,KEIJA,,PORTNOFF,Fri,8.8,Elephant,Medium
263,,17-08-1981,4:55:23,FALSE,1.565,BORAMY,HADUSH,DURACK,Monday,23.2,Snail,Dark
264,No,27-06-1995,2:24:19,TRUE,1.644,CHAMAL,,FODEN,Sun,-1.5,Dog,Medium
265,,07-09-1990,13:21:26,FALSE,1.677,ANDREJ,,RONCEVIC,Sun,31.7,,Roasted
266,,24-06-2003,14:39:06,FALSE,1.206,FOCE,,,Monday,39.7,Cat,Milk
267,,01-09-2013,13:20:55,FALSE,1.313,JASSIMAR,,MCGEAREY,Sun,20.1,Elephant,Milk
268,Yes,22-05-2005,22:30:47,FALSE,1.935,KEES,KATEURI,VAN ZOELEN,Fri,42.4,Snail,Dark
269,,25-11-2004,7:43:08,,1.284,LITINA,,TAZ,Thurs,29.1,Giraffe,
270,No,07-07-2009,19:55:11,FALSE,1.685,NICOLE SA,,VALLELONGA,Sun,37.3,Elephant,Roasted
271,,16-07-2016,8:01:30,FALSE,,NAVEED,SHOKRIYA,PUCHER,Sun,-2.6,Cat,Medium
272,,02-06-2009,8:40:11,,1.98,KARAN,AMIEL,BOROUGHS,Sun,8.4,Dog,Roasted
273,,06-05-1990,5:35:36,FALSE,1.563,MUHANDIRAMALAGE,CEEGAN,BARROSA,Monday,21.2,Cat,Roasted
274,,07-01-1987,15:39:31,TRUE,1.579,KUK,TAHI,LUBECK,Monday,33,Giraffe,Roasted
275,,15-10-1997,12:44:32,TRUE,1.978,JOSIE-ANNE,,AGIUS-NETTLE,Thurs,7.9,,Dark
276,,10-12-2013,13:44:17,,1.052,KAPRIO,,HOEFEL-SACH,Sat,45.2,Elephant,Roasted
277,No,27-02-1994,4:19:00,TRUE,1.294,SUMAIA,,BELANIC,Tuesday,28.5,Giraffe,Medium
278,,21-09-2008,20:51:47,FALSE,1.679,ESTALL,LORRETA,NAMATJIRA,Tuesday,31.1,Snail,Roasted
279,,20-07-2014,4:59:08,FALSE,1.154,ATIFA,,NEWHOUSE,Sat,9.7,Dog,Medium
280,Yes,10-11-1999,11:10:01,FALSE,1.935,LOTFULLAH,,GENDERS-HUTCHISON,Tuesday,39.8,Elephant,Medium
281,No,,14:13:49,FALSE,1.732,JACOB,MIH,FECIAK-BOOKER,Sat,15.1,Giraffe,Milk
282,Yes,,14:59:41,FALSE,1.447,STEPHANIE-LEA,,SAIID,Sun,37.1,,Roasted
283,No,04-06-1997,,TRUE,1.772,TAMMARA,SIAH,ZWARTS,Fri,17.7,Dog,Dark
284,No,23-08-1986,21:25:57,,1.82,LEU,SUKANIYA,MORALES-BOYCE,Monday,-0.5,Elephant,Milk
285,,28-11-1986,,FALSE,1.341,JAYKOB,,NAFIS,Wed,2,Cat,Medium
286,Yes,06-08-2011,6:11:34,FALSE,1.965,YIAN,CELESTE,SAMURU,Sat,22.7,,Dark
287,No,07-12-2007,11:21:35,,1.453,ALSTON,SHANA,SHIRODKAR,Thurs,10.3,Giraffe,Milk
288,No,15-04-1992,19:06:04,FALSE,1.549,MATTULLAH,RYU,LE-TRONG,Tuesday,21.9,Elephant,Dark
289,,24-10-2005,4:09:07,TRUE,1.503,INUDITH,MADONNA,KALADARI,Wed,38.5,Cat,Medium
290,,29-01-2017,22:58:50,,1.302,HANS,THA CEU,VIEWEG-SCHNEEMILCH,Fri,1.4,Cat,Dark
291,No,10-02-1994,20:41:25,TRUE,,CARLY,,FREESTONE,Tuesday,14.6,Snail,Dark
292,,21-03-1987,,FALSE,1.485,MONIEK,HUAN,LOMMAN,Tuesday,1.9,Elephant,Roasted
293,No,17-02-2015,3:47:50,FALSE,1.019,MARZIA,KSENYA,CHUBB,Sat,0.1,Giraffe,Roasted
294,Yes,07-01-1992,4:37:56,FALSE,1.481,WILLAIM,YUKI,MATES,Thurs,10.3,Giraffe,Dark
295,Yes,,20:31:11,TRUE,1.036,ELLENI,FLEDA,YAI YAI,Tuesday,3.1,Dog,Dark
296,Yes,18-07-2005,12:13:17,FALSE,1.789,DHAWA,VALMAI,STEBELLINI,Sun,24.6,Giraffe,Medium
297,,22-08-1989,4:09:18,FALSE,1.417,RANAE,,TUHORO,Thurs,20.2,Elephant,Medium
298,,22-06-1991,0:45:58,TRUE,1.135,HARGUN,ELAHN,MCGLENNON,Sat,9.1,Cat,Medium
299,,,19:18:48,,,ALVAH,,HAVEY,Sun,4.2,Elephant,Roasted
300,,30-04-1988,19:41:16,TRUE,,TAIEZ,RIFQY,CANTERI,Tuesday,8.2,Dog,Milk
301,,25-06-1999,21:19:09,TRUE,1.768,HODSON,,SKELTON,Wed,0.6,,Dark
302,,17-04-1988,6:08:22,FALSE,1.704,TAYLAH-JADE,BROOK,ABDALAH SHONOODH,Fri,32.4,Cat,Roasted
303,,05-11-1999,16:05:53,TRUE,,TRAMPAS,ANTHONY,TO-OON,Thurs,26.4,Elephant,Dark
304,,25-07-1999,11:06:31,FALSE,1.406,SHANITA,,TAKHTAR,Thurs,26.2,Elephant,Medium
305,No,03-04-2002,18:14:57,FALSE,1.831,JEONE,CASTRO,YAWARY,Monday,4.9,Cat,Milk
306,,16-09-1981,19:26:52,TRUE,1.292,ROHENA,,BILYK,Fri,28.4,,Milk
307,,05-10-1995,3:33:08,,1.949,AH,HIMANI,WALLER MCDOUGALL,Tuesday,44.2,Giraffe,Medium
308,,10-11-1988,21:37:34,TRUE,1.154,ANDREWS,HOMEYRA,CALLERY - OKALYI,Sun,1.5,Cat,Roasted
309,,21-04-2015,7:24:39,FALSE,1.992,SAMUS,,SACH-HU,Thurs,33.3,Giraffe,Medium
310,,,18:00:29,TRUE,1.23,GODREY,,MOHGHANTHAS,Wed,8.3,Elephant,Milk
311,Yes,29-08-1983,5:11:44,FALSE,1.564,LUCIAN,,COOPER-THOMPSON,Wed,40.6,,Dark
312,No,03-03-2011,13:22:21,FALSE,1.023,MIA,CALLERY,KATSAVRIAS,Tuesday,32.7,Cat,Roasted
313,,11-02-2000,16:43:55,TRUE,1.276,KAZ,,DAMIGOS,Wed,39.2,Elephant,Roasted
314,,04-03-1989,6:11:20,TRUE,1.139,XIN-YIN,ZADIA,RASEKHY,Fri,8.7,Snail,Medium
315,Yes,21-05-2016,12:56:15,FALSE,1.579,RAVNEET,,SODHI,Tuesday,9.9,,Dark
316,Yes,08-09-1994,16:23:28,TRUE,,MARGARITE,,SHINER-KENT,Sat,-0.3,Cat,Medium
317,,27-01-2000,1:14:16,TRUE,1.532,ZAWAD,JAIME-JAY,D'ARRUDA,Thurs,41,,Milk
318,,26-04-1984,12:53:01,TRUE,1.904,JUHAYER,,SCHLAMMERL,Sun,36,Elephant,Milk
319,,02-05-2009,22:28:10,FALSE,1.96,TOVIE,,WETHERLEY,Thurs,22.3,Dog,Medium
320,Yes,23-10-1983,23:38:12,TRUE,1.431,GUGULETHU,WIEN,DUT GARANG,Monday,-0.5,Giraffe,Dark
321,,07-12-1999,13:15:23,TRUE,1.27,NERICE,KONRAD,JOOSTE,Sat,30.2,Cat,Milk
322,,20-03-2011,3:53:17,TRUE,1.548,KHLOEY,DELORE,HANTON,Sun,40.6,,Milk
323,,10-10-2006,18:57:02,TRUE,1.096,KOEBI,,VINALON,Fri,15.2,Cat,Milk
324,,13-11-1988,20:00:11,FALSE,1.666,ROMI,TBONGTIM,COAKER,Fri,39,,Dark
325,Yes,14-11-2002,5:35:46,TRUE,,MATIS,,NUROOZI,Thurs,10.9,,Dark
326,,20-10-2008,3:59:46,TRUE,1.602,SARAM,,RUEDIGER,Wed,10.5,,Milk
327,,04-12-2019,14:57:18,FALSE,1.231,DORMAN,JHOCEL,APPEL,Sun,28.6,,Roasted
328,No,14-07-1998,15:08:10,FALSE,1.806,BROADIE,,ALLNUTT,Thurs,27.7,,Roasted
329,,,6:36:43,FALSE,1.202,LAKEISHA,,BRANDWOOD,Tuesday,23.2,Snail,Dark
330,,09-12-2014,18:03:47,TRUE,,ZHIHUI,,SAVERY,Wed,41.6,Elephant,Roasted
331,,02-04-2018,21:06:31,FALSE,1.331,PHUWIT,POLLY,JASINSKI,Thurs,17.8,Giraffe,Dark
332,,04-11-1987,21:18:39,FALSE,1.73,KENENI,PARISHA,ZUSSINO,Tuesday,14.2,Elephant,Medium
333,,14-10-2003,4:47:45,TRUE,1.24,YUNTIAN,,THONGJANG,Thurs,9.3,Cat,Roasted
334,,28-07-1989,,FALSE,1.698,AVIAN,,CHHIT-KORB,Wed,18.9,Snail,Dark
335,Yes,28-09-1995,11:14:39,TRUE,1.792,KEYYAN,LYRIK,MOHAMMADIAN,Sun,1.7,Dog,Roasted
336,,23-07-2004,,TRUE,1.665,ANDERINA,SALPADORU,PORTER-WESTPHALEN,Fri,26.1,,Roasted
337,Yes,29-04-2012,5:41:02,FALSE,1.558,KHAIDYN,,RONAY,Wed,12.1,Dog,Medium
338,,27-05-2018,3:29:42,FALSE,1.824,JAIBIR,,BURNS-WAIGHT,Monday,8.7,Cat,Roasted
339,,19-04-1988,6:10:36,FALSE,1.002,LOIS,,LESCIEUX,Monday,27.9,Cat,Roasted
340,Yes,12-11-2002,20:31:57,FALSE,1.327,LI-ERN,ALINE,MAHAR,Fri,27.4,Elephant,Roasted
341,,15-07-2008,10:08:45,TRUE,1.496,KAELEAH,CURTIS,WOLANSKI,Tuesday,37,,Milk
342,No,18-09-2016,16:04:40,TRUE,1.473,ACADIA,SACHA,BARENDREGT-SIMMONS,Tuesday,14,Cat,Roasted
343,,11-08-2009,14:54:53,TRUE,1.27,SHELI,KAROLA,WOODLOCK,Monday,43.8,,Roasted
344,,19-05-2001,11:39:08,TRUE,1.565,SAYED,ZAHEE,BAJTEK,Tuesday,28,Snail,Milk
345,No,23-09-2008,12:43:35,TRUE,1.015,EFTHALIA,,PEZOS,Wed,43.6,Snail,Medium
346,,05-05-2014,,FALSE,1.38,HOUAN,,DALAYA,Monday,13.7,Dog,Milk
347,,08-06-1990,,FALSE,1.592,IMDADULLAH,,GLAUSER WOLFF,Monday,33.5,Snail,Milk
348,,28-02-1994,21:40:01,FALSE,1.497,ALISHA,,BOLEWSKI,Tuesday,38.7,Cat,Dark
349,,09-10-1991,18:18:25,TRUE,1.015,EISHEEN,PANHA,WIJESOORIYA,Sat,44.1,Elephant,Dark
350,,28-04-1995,,TRUE,,AMOROSO,KHASSIYET,LENARD,Tuesday,30.5,Cat,Dark
351,,26-07-1997,18:47:43,FALSE,1.967,HARIPPRIYA,,HELYAR,Tuesday,23.5,Snail,Dark
352,,30-09-1998,10:12:37,,1.859,ERKHES,,BARNDEN,Wed,3.2,Giraffe,Roasted
353,Yes,28-02-1993,8:07:21,FALSE,1.09,BRYANT,ADGE,MUJICA DIAZ,Wed,26.3,,Milk
354,,30-06-1989,11:23:19,TRUE,1.922,BELLA,,DESCISCIO,Fri,38.2,Giraffe,Milk
355,,30-07-2008,11:04:08,TRUE,1.694,KAZUYA,,CRISAFI,Sat,14.3,Snail,Milk
356,Yes,,19:20:22,TRUE,1.739,JODIE-ANNE,,LEE-ILLINGWORTH,Fri,12.8,,Medium
357,,23-01-2003,12:06:25,FALSE,1.58,SOPHIA,TAMIYA,DIAL,Fri,40.3,,Dark
358,,01-04-2003,22:39:24,TRUE,1.694,MANNIX,TAMMI,AYOUBI,Wed,1.8,Cat,Roasted
359,,13-11-2018,5:37:07,FALSE,1.858,ASHDAN,MYLEA,TIAL TLING THAWNG,Tuesday,17,Cat,Roasted
360,,,7:10:52,FALSE,1.809,ONNI,,LINDEBLAD,Wed,40.6,Elephant,Milk
361,,04-11-2007,17:58:47,FALSE,1.146,TAYARNNAH,TITUS,ARANNATH,Sat,-1.2,Cat,Roasted
362,Yes,02-10-1982,17:37:24,TRUE,1.82,BRANISLAVA,KINARA,,Tuesday,39.4,Giraffe,Medium
363,,19-09-2013,21:36:11,FALSE,1.759,ISHMAEL,KARTHIKA,FREAK,Monday,40.5,Snail,Dark
364,No,08-05-1993,5:24:25,TRUE,1.884,AZYN,,BODROGHY,Wed,13.7,Elephant,Milk
365,No,24-06-2015,16:26:59,TRUE,1.319,LARASATI,,FAIREY-JOHNSON,Fri,21.9,Elephant,Roasted
366,,05-02-1996,6:15:07,TRUE,1.002,REMA,WILMA,STANDALOFT,Tuesday,6,Dog,Dark
367,,06-10-1988,9:13:46,TRUE,1.403,SEAFRA,WHIBLEY,LAFOREST,Fri,42.4,Elephant,Milk
368,,,5:00:20,FALSE,1.227,AFFIA,ACHIECH,GILDING,Tuesday,9.7,,Milk
369,,24-06-1984,8:41:07,FALSE,1.729,WYMAN,,WRIGHT-PEISLEY,Monday,22.2,Snail,Dark
370,,14-03-2014,0:25:08,FALSE,1.397,NAHOM,,MASSIE,Wed,12.6,Dog,Roasted
371,No,14-10-1994,22:27:27,,1.528,YOSEI,VI-SETH,TSAOUSIS,Monday,26.5,Snail,Dark
372,Yes,11-03-2001,15:41:17,FALSE,,NOIKOU,,PHAM NGUYEN,Tuesday,29.6,,Medium
373,,20-06-2020,,FALSE,1.692,RA'NNA,,POKHAREL,Monday,12.2,Elephant,Dark
374,,20-09-1999,5:02:25,FALSE,1.907,KODEE,,D'LIMA,Sun,40.6,Snail,Dark
375,Yes,23-05-1980,22:31:25,TRUE,1.58,RUDD,B'ELANNA,KEIMEIER,Fri,42.4,Giraffe,Roasted
376,,02-06-2016,,FALSE,,OCTAVIUS,BAYLIN,SFYRIOS,Thurs,40.2,,Milk
377,,17-01-2013,9:42:22,TRUE,1.126,SHAYLUM,ENOK,CLOUGH-HALDENBY,Sat,43.3,Elephant,Milk
378,No,11-12-1992,11:25:03,TRUE,,MUSUNGULA,HEJAB,CHURCHETT-GOMEZ,Thurs,27,Cat,Dark
379,Yes,15-08-2008,9:48:49,FALSE,1.853,YUNG,,BANGARU,Sat,24.3,Elephant,Milk
380,Yes,29-09-2000,10:56:44,FALSE,1.179,ALARIC,,HURLEY,Monday,21.3,Snail,
381,,12-03-2002,6:24:19,TRUE,1.729,JAQUADE,SKYLAR,JABATEH,Monday,15.6,Dog,Medium
382,No,,16:41:26,FALSE,1.117,AIRLIE,,AVDIC,Thurs,38.9,Cat,Dark
383,Yes,03-01-2010,17:27:58,FALSE,1.522,ADVIT,,MCHAFFIE,Wed,4.7,,Medium
384,,25-04-2016,16:33:49,TRUE,1.774,XAVIA,RATHAN,RUSSO,Sun,43.8,Cat,Roasted
385,,19-06-1989,7:50:59,FALSE,1.588,RICHA,,RANAWEERAGE,Sun,15,Giraffe,Milk
386,,16-12-2018,15:22:40,FALSE,1.622,MASCIANTONIO,ANEILA,STONE - HORBURY,Sun,32.9,,Milk
387,No,,4:32:29,,1.758,ZACHARY-JAMES,,CHERITON,Sun,16.1,Dog,Roasted
388,No,23-05-2001,0:10:41,FALSE,1.357,WANNA,ESTAMULLA,LEVITANUS,Monday,41.6,Giraffe,Milk
389,,,19:47:52,TRUE,1.626,NU,NZASU,CERNAK,Wed,27.1,Elephant,Dark
390,,16-01-1995,19:38:00,FALSE,1.647,WEERAWITCH,TAYLA-JAE,ECKHARDT-GAMBLE,Sat,7.9,Cat,Medium
391,No,18-09-1980,6:39:49,TRUE,1.891,SHENUKA,YUGEETH,BAL SIRAJ KAUR,Thurs,5,Snail,Milk
392,,18-01-2008,20:15:10,TRUE,1.173,ALIES,,ZOLOTARYOVA,Wed,4.2,Cat,Roasted
393,No,01-01-2011,23:48:33,TRUE,1.278,ANIQUE,LIONIE,KAWADA,Sat,1,Giraffe,Milk
394,No,17-02-2015,18:02:34,FALSE,1.682,SIEVPIOR,,PAGLIARULO,Tuesday,28.9,,Dark
395,Yes,08-01-1982,4:13:33,FALSE,1.544,ANUJ,,SREEKANTH,Fri,3.8,Snail,Medium
396,,31-05-2011,14:17:42,FALSE,1.37,ELI,,BRAY-WALLACE,Fri,38.3,Snail,Roasted
397,Yes,,1:10:52,TRUE,1.245,KEILANA,ELENNI,BORHOLM,Tuesday,43.1,,Milk
398,,05-08-1996,7:39:06,TRUE,1.082,TAMRAH,THISUN,DOELU,Tuesday,7.4,,Medium
399,Yes,11-03-2018,22:22:16,TRUE,1.971,VIONNA,SIWEI,SARGEANT,Tuesday,28.2,Dog,Dark
400,,21-05-1996,6:03:50,TRUE,,PEYTON,ARSHVEER,MABAIT,Fri,18.4,Giraffe,Dark
401,,29-10-1991,,TRUE,1.393,PINGKAN,MCLEOD,WINSTON,Thurs,15,,Roasted
402,,02-03-1995,23:51:33,TRUE,1.93,GEUMSOON,HUMBERTO,PETTERSON,Wed,42.6,Giraffe,Milk
403,,01-07-1983,8:40:53,,,WHITTING,,CHEEL,Thurs,38.6,Elephant,Milk
404,Yes,24-04-2018,5:34:50,TRUE,1.023,TEREZA,ALIDUH,MATIJEVIC,Sat,33.3,Cat,Dark
405,,19-06-1995,18:03:33,TRUE,1.485,HAATAM,,BOZANIC,Fri,21.1,Giraffe,Dark
406,,21-06-1980,,TRUE,,CHIANNE,NADDINE,CHOWDHURY,Tuesday,17.1,Cat,Medium
407,No,02-06-2010,,FALSE,1.752,URIEAH,ANN-JOY,SPRINGBETT,Thurs,4.6,Elephant,Milk
408,,02-01-2008,12:50:46,TRUE,,ZHONGLI,,GAWRONSKI,Monday,0.1,,Medium
409,,03-01-1986,13:59:54,TRUE,1.535,GILAN,,BHARGAV,Thurs,2.5,Elephant,Dark
410,Yes,23-10-1986,13:45:45,TRUE,1.286,VICTOIRE,,BENNETT-JORDAN,Sat,21.7,Cat,Roasted
411,,20-04-2015,,TRUE,1.902,WAH,,PAVAN GUIMARAES,Sat,-1.3,Cat,Roasted
412,No,26-03-1991,6:48:40,TRUE,1.578,HUILIN,GLADYS,SMART-CUNNINGHAM,Fri,44.8,Cat,Roasted
413,,,10:29:46,,1.243,KIARRAH-JAYDE,LILYAHNA,DUNSHEA,Wed,26.6,Snail,Milk
414,,07-02-2001,21:40:14,TRUE,,TAYLA-JANE,AUYUBU,DRAKE-BROCKMAN,Sun,-0.5,Cat,Dark
415,No,23-10-1994,20:02:33,,1.68,ZOBIADEH,WILHELM,CLINE,Thurs,34.3,Dog,Dark
416,,14-05-2020,9:12:47,FALSE,1.682,DANIEKA,,DOTT,Thurs,44.3,,Dark
417,No,23-04-2011,1:53:28,FALSE,,THAIYA,AYAAD,SCORAH,Thurs,18.9,,Roasted
418,,08-08-1987,18:42:05,TRUE,1.637,RAFFAELE,DAVID TAMA,NIROULI,Sat,4.3,,Medium
419,,27-03-1982,8:36:23,FALSE,1.948,MINHONG,SEYEON,MAVRIDIS,Thurs,27.1,,Roasted
420,,09-07-2014,6:18:51,TRUE,1.403,KAVOUS,NEWELL,BORMANN,Fri,12,Elephant,Milk
421,,12-07-2001,23:54:06,FALSE,1.634,SUJJAD,,HOHEPA,Thurs,10.3,Cat,Milk
422,,22-09-1982,3:27:10,FALSE,1.679,SUSANAH,,COFF,Thurs,42.6,,Dark
423,,28-04-2000,4:54:54,,1.421,RUIHAN,,SMITH-DRIOLI,Sat,-0.6,Snail,Milk
424,,18-08-1995,,,1.241,HUIWEN,,STICKLAND,Tuesday,18.7,Elephant,Milk
425,Yes,20-02-2011,,FALSE,1.703,MICHALE,ALEKZANDER,HOFMEYER,Thurs,12.2,,Roasted
426,Yes,19-02-1988,,FALSE,1.57,MEHAN,KELEFA,CKLAMOVSKI,Monday,16.3,Cat,Medium
427,,16-07-1993,16:53:00,TRUE,1.727,HEWETT,JAMELA,RAMADAN MOHAMED,Sun,31.5,Dog,Milk
428,,02-04-1986,21:33:46,TRUE,1.096,ZEBIN,,WINTER,Wed,5.9,,Dark
429,,04-09-2002,17:10:45,FALSE,1.757,NERANJANA,,TULIP,Tuesday,11.5,Dog,Roasted
430,,18-02-2003,10:44:57,,1.17,SEMESA,,MANGU,Sat,35.8,Snail,Medium
431,Yes,10-11-1996,9:09:22,FALSE,1.078,TINA,SAMPAT,SAWARD,Fri,32.3,Giraffe,Dark
432,,26-10-1982,0:43:44,TRUE,1.592,LOUISE<,ABBI,CHITTILAPILLY,Sun,25.7,Giraffe,Dark
433,Yes,22-02-1991,,FALSE,1.244,ARATI,OSH-EEN,DOOLING,Thurs,18.3,Elephant,Milk
434,Yes,12-06-2002,18:15:29,TRUE,1.985,XIAN,RUANNE,EISEN,Monday,12,Giraffe,Medium
435,,08-06-2001,23:42:42,FALSE,1.542,RUARI,,DHADDA,Wed,30.4,Dog,Medium
436,No,25-08-1990,23:43:18,FALSE,1.433,BRENDON,,ARCE ROA,Thurs,16.5,Elephant,Medium
437,,22-04-1999,5:41:13,TRUE,1.288,MARRY,DARYA,PANTELIN,Fri,27.3,Giraffe,Milk
438,,10-06-2006,9:56:21,FALSE,1.702,WIDY,PARAS,SANGAU-ALI,Sun,19.1,Snail,Medium
439,Yes,30-11-1996,22:20:14,FALSE,1.898,AKIRRAH,,TANDON,Tuesday,37,Dog,Roasted
440,No,06-01-1994,1:47:40,FALSE,1.206,GARIMA,TUIMUNIA,ANDERSON-MURPHY,Fri,38.9,Elephant,Medium
441,Yes,07-10-2017,11:52:32,FALSE,,SITULI,,KULIKOVSKY,Fri,2.6,Cat,Roasted
442,,11-12-1983,14:40:51,TRUE,1.837,LINOSA,JEZIAH,HASLETT,Monday,41,Dog,Dark
443,,26-11-1995,9:10:31,FALSE,1.305,TWANA,,OMAN,Sun,13.9,,Milk
444,,15-10-2003,16:32:41,,,KAAMREN,KOSSI,PRITCHETT,Thurs,24.3,Elephant,Milk
445,Yes,22-03-1999,16:32:14,FALSE,1.399,RISHUN,ADHEL,,Monday,27.9,Giraffe,Medium
446,,27-05-2000,14:23:59,TRUE,1.372,LILYROSE,ELIYAH,KUYPERS,Tuesday,16.1,,Dark
447,Yes,22-12-2005,16:33:29,TRUE,1.665,TOREN,ALLENNETE,PEBERDY,Tuesday,25.9,Giraffe,Dark
448,Yes,18-08-2017,11:48:16,FALSE,1.659,KUI,,PANAIT,Monday,36.6,Snail,Roasted
449,No,04-03-1999,15:28:34,TRUE,1.606,KARLOSS,,VERGARA ALVAREZ,Tuesday,42.6,Snail,Dark
450,,24-02-2003,,FALSE,1.175,NIMAL,TWILA,MAYALL,Tuesday,9.2,Elephant,Dark
451,,18-07-1995,4:37:33,TRUE,1.83,JOSELINE,,WIJEWARDENA,Sat,0.1,Giraffe,Milk
452,,07-03-1995,14:52:52,FALSE,1.753,NOBUT,HEMI,BURKE ROUSSOUNIS,Fri,43.6,,Roasted
453,,29-04-1990,10:38:52,FALSE,1.948,KRAEHENBUEHL,SHIKABAH,SEMOVIC,Thurs,-1.6,Snail,Milk
454,,19-05-2020,14:10:26,TRUE,1.467,JAYKOB,YONGGUANG,GILBERT-KING,Sat,2.9,Snail,Medium
455,,25-06-2010,6:11:22,TRUE,1.963,BADINE,ERN,CAMPEY,Monday,39.3,Giraffe,Medium
456,No,14-01-2003,12:35:23,FALSE,,JIMWELL,,SAGITOVA,Thurs,30.4,Snail,Dark
457,No,12-06-2006,19:09:03,FALSE,1.261,THEMI,,WARLAND,Fri,35,,Dark
458,,11-07-2001,11:34:47,FALSE,1.482,SERAFINN,JAEMAN,MCCALLA,Fri,-0.5,Dog,Dark
459,Yes,30-11-2019,3:42:54,,1.288,CAILEN,MAO,MCKAY-HOLLENS,Tuesday,17.4,Elephant,Dark
460,,15-12-1980,21:28:08,FALSE,1.274,TIANLING,,SNOOK,Thurs,17.2,Giraffe,Roasted
461,,30-10-2003,,TRUE,1.159,LYDIE-ANNE,,SOTANG RAI,Monday,-1.6,Elephant,Dark
462,Yes,27-07-1995,0:07:16,TRUE,1.728,RUSSELL,,KERKEMEYER,Fri,33.2,Snail,Medium
463,No,,5:42:22,TRUE,,AGOTH,MUTHUKUMAR,BOELENS,Fri,5.3,Giraffe,Dark
464,,21-08-1993,3:55:38,TRUE,1.807,CHRISANYA,,MONCK,Fri,42.1,Giraffe,Dark
465,,11-09-2020,23:49:11,TRUE,1.055,ROLEY,,VAN HUFFELEN,Sat,18.6,Snail,Roasted
466,Yes,16-10-1995,21:20:44,TRUE,,HYOK,,DELLO IACOVO,Wed,32.1,Cat,Medium
467,,15-04-1982,7:45:34,FALSE,1.439,KOKODA,,DATSON,Tuesday,10.7,Snail,Roasted
